,Complaints,Violations,Gap
"6 MURRAY STREET New York, NY 10007",0.0,2.0,-2.0
"6 PATCHIN PLACE New York, NY 10011",0.0,2.0,-2.0
"6 PETER COOPER ROAD New York, NY 10010",0.0,1.0,-1.0
"6 ST NICHOLAS PLACE New York, NY 10031",3.0,9.0,-6.0
"6 ST NICHOLAS TERRACE New York, NY 10027",1.0,1.0,0.0
"6 STONE STREET New York, NY 10004",1.0,0.0,1.0
"6 STUYVESANT OVAL New York, NY 10009",4.0,0.0,4.0
"6 WEST 103 STREET New York, NY 10025",2.0,1.0,1.0
"6 WEST 107 STREET New York, NY 10025",5.0,4.0,1.0
"6 WEST 121 STREET New York, NY 10027",0.0,2.0,-2.0
"6 WEST 123 STREET New York, NY 10027",5.0,3.0,2.0
"6 WEST 75 STREET New York, NY 10023",0.0,1.0,-1.0
"6 YORK STREET New York, NY 10013",0.0,2.0,-2.0
"60 1 AVENUE New York, NY 10009",3.0,0.0,3.0
"60 3 AVENUE New York, NY 10003",2.0,0.0,2.0
"60 9 AVENUE New York, NY 10011",6.0,5.0,1.0
"60 AVENUE B New York, NY 10009",12.0,0.0,12.0
"60 BANK STREET New York, NY 10014",0.0,2.0,-2.0
"60 BAYARD STREET New York, NY 10013",0.0,1.0,-1.0
"60 BEDFORD STREET New York, NY 10014",12.0,18.0,-6.0
"60 COOPER STREET New York, NY 10034",1.0,0.0,1.0
"60 EAST 104 STREET New York, NY 10029",0.0,2.0,-2.0
"60 EAST 118 STREET New York, NY 10035",0.0,1.0,-1.0
"60 EAST 119 STREET New York, NY 10035",0.0,2.0,-2.0
"60 EAST 120 STREET New York, NY 10035",0.0,2.0,-2.0
"60 EAST 126 STREET New York, NY 10035",0.0,1.0,-1.0
"60 EAST 129 STREET New York, NY 10035",2.0,10.0,-8.0
"60 EAST 3 STREET New York, NY 10003",2.0,1.0,1.0
"60 EAST 34 STREET New York, NY 10016",2.0,0.0,2.0
"60 EAST 66 STREET New York, NY 10065",1.0,1.0,0.0
"60 EAST 7 STREET New York, NY 10003",0.0,1.0,-1.0
"60 EAST 8 STREET New York, NY 10003",2.0,0.0,2.0
"60 EAST END AVENUE New York, NY 10028",1.0,0.0,1.0
"60 ELLWOOD STREET New York, NY 10040",65.0,78.0,-13.0
"60 FRONT WEST 8 STREET New York, NY 10011",2.0,0.0,2.0
"60 GRAND STREET New York, NY 10013",0.0,2.0,-2.0
"60 GREENWICH AVENUE New York, NY 10011",1.0,4.0,-3.0
"60 MANHATTAN AVENUE New York, NY 10025",0.0,2.0,-2.0
"60 MORTON STREET New York, NY 10014",0.0,2.0,-2.0
"60 MULBERRY STREET New York, NY 10013",8.0,14.0,-6.0
"60 ORCHARD STREET New York, NY 10002",0.0,1.0,-1.0
"60 PARK TERRACE EAST New York, NY 10034",0.0,2.0,-2.0
"60 PEARL STREET New York, NY 10004",0.0,1.0,-1.0
"60 PERRY STREET New York, NY 10014",0.0,1.0,-1.0
"60 PINEHURST AVENUE New York, NY 10033",18.0,12.0,6.0
"60 REAR MULBERRY STREET New York, NY 10013",0.0,6.0,-6.0
"60 REAR WEST 8 STREET New York, NY 10011",0.0,1.0,-1.0
"60 RIVERSIDE DRIVE New York, NY 10024",1.0,0.0,1.0
"60 SEAMAN AVENUE New York, NY 10034",13.0,4.0,9.0
"60 SHERMAN AVENUE New York, NY 10040",10.0,13.0,-3.0
"60 ST NICHOLAS AVENUE New York, NY 10026",17.0,22.0,-5.0
"60 THOMPSON STREET New York, NY 10012",0.0,2.0,-2.0
"60 WARREN STREET New York, NY 10007",0.0,1.0,-1.0
"60 WEST 10 STREET New York, NY 10011",1.0,0.0,1.0
"60 WEST 107 STREET New York, NY 10025",1.0,0.0,1.0
"60 WEST 109 STREET New York, NY 10025",0.0,4.0,-4.0
"60 WEST 120 STREET New York, NY 10027",0.0,2.0,-2.0
"60 WEST 122 STREET New York, NY 10027",1.0,0.0,1.0
"60 WEST 124 STREET New York, NY 10027",0.0,2.0,-2.0
"60 WEST 130 STREET New York, NY 10037",0.0,1.0,-1.0
"60 WEST 142 STREET New York, NY 10037",51.0,47.0,4.0
"60 WEST 15 STREET New York, NY 10011",0.0,2.0,-2.0
"60 WEST 23 STREET New York, NY 10010",1.0,0.0,1.0
"60 WEST 48 STREET New York, NY 10036",3.0,1.0,2.0
"60 WEST 56 STREET New York, NY 10019",1.0,0.0,1.0
"60 WEST 70 STREET New York, NY 10023",0.0,1.0,-1.0
"60 WEST 71 STREET New York, NY 10023",1.0,0.0,1.0
"60 WEST 83 STREET New York, NY 10024",0.0,1.0,-1.0
"60 WEST 87 STREET New York, NY 10024",0.0,1.0,-1.0
"60 WEST 91 STREET New York, NY 10024",5.0,2.0,3.0
"600 10 AVENUE New York, NY 10036",7.0,18.0,-11.0
"600 9 AVENUE New York, NY 10036",11.0,0.0,11.0
"600 ACADEMY STREET New York, NY 10034",12.0,69.0,-57.0
"600 AMSTERDAM AVENUE New York, NY 10024",1.0,1.0,0.0
"600 BROADWAY New York, NY 10012",1.0,0.0,1.0
"600 RIVERSIDE DRIVE New York, NY 10031",10.0,8.0,2.0
"600 WEST 157 STREET New York, NY 10032",21.0,70.0,-49.0
"600 WEST 169 STREET New York, NY 10032",1.0,0.0,1.0
"600 WEST 187 STREET New York, NY 10033",19.0,13.0,6.0
"600 WEST 192 STREET New York, NY 10040",12.0,32.0,-20.0
"600 WEST 204 STREET New York, NY 10034",7.0,2.0,5.0
"600 WEST 218 STREET New York, NY 10034",61.0,5.0,56.0
"601 10 AVENUE New York, NY 10036",0.0,1.0,-1.0
"601 AMSTERDAM AVENUE New York, NY 10024",2.0,2.0,0.0
"601 EAST 20 STREET New York, NY 10010",3.0,8.0,-5.0
"601 WEST 136 STREET New York, NY 10031",4.0,0.0,4.0
"601 WEST 164 STREET New York, NY 10032",1.0,1.0,0.0
"601 WEST 169 STREET New York, NY 10032",0.0,1.0,-1.0
"601 WEST 176 STREET New York, NY 10033",4.0,17.0,-13.0
"602 10 AVENUE New York, NY 10036",0.0,2.0,-2.0
"602 EAST 14 STREET New York, NY 10009",1.0,0.0,1.0
"602 ST NICHOLAS AVENUE New York, NY 10030",11.0,12.0,-1.0
"602 WEST 135 STREET New York, NY 10031",10.0,12.0,-2.0
"602 WEST 137 STREET New York, NY 10031",6.0,48.0,-42.0
"602 WEST 138 STREET New York, NY 10031",0.0,2.0,-2.0
"602 WEST 139 STREET New York, NY 10031",22.0,31.0,-9.0
"602 WEST 141 STREET New York, NY 10031",29.0,21.0,8.0
"602 WEST 146 STREET New York, NY 10031",6.0,7.0,-1.0
"602 WEST 157 STREET New York, NY 10032",3.0,1.0,2.0
"602 WEST 190 STREET New York, NY 10040",11.0,9.0,2.0
"603 ISHAM STREET New York, NY 10034",2.0,2.0,0.0
"603 WEST 111 STREET New York, NY 10025",0.0,2.0,-2.0
"603 WEST 138 STREET New York, NY 10031",1.0,3.0,-2.0
"603 WEST 140 STREET New York, NY 10031",23.0,1.0,22.0
"603 WEST 179 STREET New York, NY 10033",0.0,1.0,-1.0
"603 WEST 184 STREET New York, NY 10033",64.0,121.0,-57.0
"603 WEST 185 STREET New York, NY 10033",9.0,37.0,-28.0
"603 WEST 187 STREET New York, NY 10033",0.0,2.0,-2.0
"603 WEST 191 STREET New York, NY 10040",20.0,27.0,-7.0
"604 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"604 EAST 14 STREET New York, NY 10009",0.0,2.0,-2.0
"604 EAST 9 STREET New York, NY 10009",4.0,5.0,-1.0
"604 WEST 114 STREET New York, NY 10025",0.0,1.0,-1.0
"604 WEST 132 STREET New York, NY 10027",0.0,1.0,-1.0
"604 WEST 140 STREET New York, NY 10031",1.0,1.0,0.0
"604 WEST 162 STREET New York, NY 10032",4.0,0.0,4.0
"604 WEST 178 STREET New York, NY 10033",13.0,10.0,3.0
"604 WEST 191 STREET New York, NY 10040",7.0,13.0,-6.0
"605 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"605 EAST 14 STREET New York, NY 10009",5.0,0.0,5.0
"605 EAST 82 STREET New York, NY 10028",3.0,3.0,0.0
"605 WATER STREET New York, NY 10002",1.0,0.0,1.0
"605 WEST 114 STREET New York, NY 10025",0.0,1.0,-1.0
"605 WEST 115 STREET New York, NY 10025",1.0,2.0,-1.0
"605 WEST 137 STREET New York, NY 10031",3.0,10.0,-7.0
"605 WEST 141 STREET New York, NY 10031",6.0,2.0,4.0
"605 WEST 142 STREET New York, NY 10031",29.0,22.0,7.0
"605 WEST 151 STREET New York, NY 10031",14.0,20.0,-6.0
"605 WEST 156 STREET New York, NY 10032",21.0,40.0,-19.0
"605 WEST 161 STREET New York, NY 10032",1.0,0.0,1.0
"605 WEST 177 STREET New York, NY 10033",1.0,24.0,-23.0
"605 WEST 179 STREET New York, NY 10033",0.0,3.0,-3.0
"605 WEST 182 STREET New York, NY 10033",80.0,70.0,10.0
"605 WEST 184 STREET New York, NY 10033",3.0,69.0,-66.0
"606 1 AVENUE New York, NY 10016",7.0,5.0,2.0
"606 ST NICHOLAS AVENUE New York, NY 10030",1.0,1.0,0.0
"606 WEST 114 STREET New York, NY 10025",0.0,2.0,-2.0
"606 WEST 122 STREET New York, NY 10027",0.0,1.0,-1.0
"606 WEST 137 STREET New York, NY 10031",7.0,40.0,-33.0
"606 WEST 142 STREET New York, NY 10031",3.0,1.0,2.0
"606 WEST 191 STREET New York, NY 10040",4.0,2.0,2.0
"607 10 AVENUE New York, NY 10036",1.0,0.0,1.0
"607 2 AVENUE New York, NY 10016",1.0,0.0,1.0
"607 9 AVENUE New York, NY 10036",5.0,27.0,-22.0
"607 EAST 11 STREET New York, NY 10009",6.0,7.0,-1.0
"607 LENOX AVENUE New York, NY 10037",12.0,37.0,-25.0
"607 WEST 137 STREET New York, NY 10031",9.0,10.0,-1.0
"607 WEST 138 STREET New York, NY 10031",2.0,2.0,0.0
"607 WEST 139 STREET New York, NY 10031",24.0,36.0,-12.0
"607 WEST 184 STREET New York, NY 10033",5.0,17.0,-12.0
"607 WEST 190 STREET New York, NY 10040",4.0,2.0,2.0
"608 8 AVENUE New York, NY 10018",2.0,6.0,-4.0
"608 9 AVENUE New York, NY 10036",0.0,1.0,-1.0
"608 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"608 WEST 113 STREET New York, NY 10025",0.0,1.0,-1.0
"608 WEST 135 STREET New York, NY 10031",5.0,6.0,-1.0
"608 WEST 139 STREET New York, NY 10031",23.0,82.0,-59.0
"608 WEST 150 STREET New York, NY 10031",12.0,2.0,10.0
"608 WEST 177 STREET New York, NY 10033",113.0,24.0,89.0
"608 WEST 178 STREET New York, NY 10033",28.0,38.0,-10.0
"608 WEST 184 STREET New York, NY 10033",21.0,27.0,-6.0
"608 WEST 188 STREET New York, NY 10040",4.0,11.0,-7.0
"608 WEST 189 STREET New York, NY 10040",0.0,4.0,-4.0
"608 WEST 191 STREET New York, NY 10040",5.0,4.0,1.0
"608 WEST 192 STREET New York, NY 10040",10.0,58.0,-48.0
"608 WEST 204 STREET New York, NY 10034",8.0,11.0,-3.0
"609 2 AVENUE New York, NY 10016",0.0,1.0,-1.0
"609 9 AVENUE New York, NY 10036",0.0,1.0,-1.0
"609 COLUMBUS AVENUE New York, NY 10024",5.0,2.0,3.0
"609 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"609 WEST 135 STREET New York, NY 10031",4.0,20.0,-16.0
"609 WEST 137 STREET New York, NY 10031",4.0,0.0,4.0
"609 WEST 141 STREET New York, NY 10031",0.0,2.0,-2.0
"609 WEST 151 STREET New York, NY 10031",24.0,16.0,8.0
"609 WEST 158 STREET New York, NY 10032",0.0,2.0,-2.0
"609 WEST 173 STREET New York, NY 10032",1.0,10.0,-9.0
"609 WEST 174 STREET New York, NY 10033",3.0,0.0,3.0
"609 WEST 177 STREET New York, NY 10033",8.0,18.0,-10.0
"609 WEST 180 STREET New York, NY 10033",29.0,43.0,-14.0
"609 WEST 186 STREET New York, NY 10033",1.0,0.0,1.0
"609 WEST 187 STREET New York, NY 10033",0.0,1.0,-1.0
"609 WEST 188 STREET New York, NY 10040",2.0,0.0,2.0
"609 WEST 189 STREET New York, NY 10040",99.0,74.0,25.0
"609 WEST 191 STREET New York, NY 10040",2.0,1.0,1.0
"609 WEST 196 STREET New York, NY 10040",40.0,38.0,2.0
"61 1 AVENUE New York, NY 10003",2.0,4.0,-2.0
"61 3 AVENUE New York, NY 10003",3.0,1.0,2.0
"61 7 AVENUE New York, NY 10011",1.0,0.0,1.0
"61 AUDUBON AVENUE New York, NY 10032",5.0,5.0,0.0
"61 BAYARD STREET New York, NY 10013",0.0,9.0,-9.0
"61 CLINTON STREET New York, NY 10002",2.0,1.0,1.0
"61 COOPER STREET New York, NY 10034",1.0,2.0,-1.0
"61 DELANCEY STREET New York, NY 10002",6.0,7.0,-1.0
"61 EAST 117 STREET New York, NY 10035",1.0,7.0,-6.0
"61 EAST 118 STREET New York, NY 10035",0.0,2.0,-2.0
"61 EAST 119 STREET New York, NY 10035",0.0,2.0,-2.0
"61 EAST 125 STREET New York, NY 10035",0.0,1.0,-1.0
"61 EAST 130 STREET New York, NY 10037",0.0,1.0,-1.0
"61 EAST 3 STREET New York, NY 10003",21.0,8.0,13.0
"61 EAST 66 STREET New York, NY 10065",17.0,11.0,6.0
"61 EAST 7 STREET New York, NY 10003",0.0,1.0,-1.0
"61 EAST 75 STREET New York, NY 10021",0.0,1.0,-1.0
"61 EAST 82 STREET New York, NY 10028",0.0,1.0,-1.0
"61 EAST 90 STREET New York, NY 10128",0.0,1.0,-1.0
"61 ELLWOOD STREET New York, NY 10040",37.0,83.0,-46.0
"61 GRAMERCY PARK New York, NY 10010",0.0,1.0,-1.0
"61 GROVE STREET New York, NY 10014",0.0,2.0,-2.0
"61 HAMILTON PLACE New York, NY 10031",6.0,65.0,-59.0
"61 HESTER STREET New York, NY 10002",2.0,0.0,2.0
"61 IRVING PLACE New York, NY 10003",1.0,0.0,1.0
"61 LENOX AVENUE New York, NY 10026",0.0,2.0,-2.0
"61 MORTON STREET New York, NY 10014",0.0,1.0,-1.0
"61 PERRY STREET New York, NY 10014",0.0,2.0,-2.0
"61 POST AVENUE New York, NY 10034",2.0,19.0,-17.0
"61 ST JAMES PLACE New York, NY 10038",0.0,2.0,-2.0
"61 ST MARKS PLACE New York, NY 10003",0.0,2.0,-2.0
"61 ST NICHOLAS AVENUE New York, NY 10026",3.0,4.0,-1.0
"61 TIEMANN PLACE New York, NY 10027",17.0,22.0,-5.0
"61 VERMILYEA AVENUE New York, NY 10034",38.0,85.0,-47.0
"61 WADSWORTH AVENUE New York, NY 10033",2.0,0.0,2.0
"61 WEST 10 STREET New York, NY 10011",1.0,6.0,-5.0
"61 WEST 104 STREET New York, NY 10025",2.0,0.0,2.0
"61 WEST 105 STREET New York, NY 10025",1.0,3.0,-2.0
"61 WEST 106 STREET New York, NY 10025",19.0,23.0,-4.0
"61 WEST 126 STREET New York, NY 10027",0.0,1.0,-1.0
"61 WEST 127 STREET New York, NY 10027",0.0,2.0,-2.0
"61 WEST 83 STREET New York, NY 10024",0.0,1.0,-1.0
"61 WEST 86 STREET New York, NY 10024",8.0,2.0,6.0
"61 WEST 87 STREET New York, NY 10024",0.0,1.0,-1.0
"61 WEST 88 STREET New York, NY 10024",0.0,1.0,-1.0
"61 WEST 89 STREET New York, NY 10024",0.0,1.0,-1.0
"610 EAST 11 STREET New York, NY 10009",10.0,8.0,2.0
"610 EAST 20 STREET New York, NY 10009",5.0,3.0,2.0
"610 EAST 9 STREET New York, NY 10009",1.0,0.0,1.0
"610 PARK AVENUE New York, NY 10065",0.0,1.0,-1.0
"610 RIVERSIDE DRIVE New York, NY 10031",7.0,1.0,6.0
"610 ST NICHOLAS AVENUE New York, NY 10030",10.0,2.0,8.0
"610 WEST 111 STREET New York, NY 10025",4.0,24.0,-20.0
"610 WEST 136 STREET New York, NY 10031",0.0,1.0,-1.0
"610 WEST 143 STREET New York, NY 10031",1.0,1.0,0.0
"610 WEST 145 STREET New York, NY 10031",54.0,42.0,12.0
"610 WEST 146 STREET New York, NY 10031",1.0,0.0,1.0
"610 WEST 147 STREET New York, NY 10031",0.0,2.0,-2.0
"610 WEST 163 STREET New York, NY 10032",21.0,89.0,-68.0
"610 WEST 164 STREET New York, NY 10032",16.0,5.0,11.0
"610 WEST 173 STREET New York, NY 10032",8.0,11.0,-3.0
"610 WEST 174 STREET New York, NY 10033",6.0,11.0,-5.0
"610 WEST 180 STREET New York, NY 10033",2.0,0.0,2.0
"610 WEST 196 STREET New York, NY 10040",2.0,0.0,2.0
"610 WEST 204 STREET New York, NY 10034",5.0,18.0,-13.0
"610 WEST 42 STREET New York, NY 10036",1.0,3.0,-2.0
"611 2 AVENUE New York, NY 10016",0.0,1.0,-1.0
"611 ACADEMY STREET New York, NY 10034",41.0,94.0,-53.0
"611 EAST 11 STREET New York, NY 10009",32.0,15.0,17.0
"611 LENOX AVENUE New York, NY 10037",5.0,0.0,5.0
"611 WEST 135 STREET New York, NY 10031",0.0,8.0,-8.0
"611 WEST 136 STREET New York, NY 10031",0.0,2.0,-2.0
"611 WEST 145 STREET New York, NY 10031",0.0,2.0,-2.0
"611 WEST 148 STREET New York, NY 10031",69.0,31.0,38.0
"611 WEST 152 STREET New York, NY 10031",4.0,1.0,3.0
"611 WEST 156 STREET New York, NY 10032",0.0,1.0,-1.0
"611 WEST 158 STREET New York, NY 10032",56.0,44.0,12.0
"611 WEST 163 STREET New York, NY 10032",6.0,16.0,-10.0
"611 WEST 176 STREET New York, NY 10033",6.0,16.0,-10.0
"611 WEST 181 STREET New York, NY 10033",2.0,0.0,2.0
"611 WEST 204 STREET New York, NY 10034",20.0,33.0,-13.0
"612 EAST 9 STREET New York, NY 10009",0.0,2.0,-2.0
"612 WEST 137 STREET New York, NY 10031",2.0,0.0,2.0
"612 WEST 138 STREET New York, NY 10031",1.0,1.0,0.0
"612 WEST 140 STREET New York, NY 10031",0.0,1.0,-1.0
"612 WEST 144 STREET New York, NY 10031",33.0,58.0,-25.0
"612 WEST 146 STREET New York, NY 10031",0.0,1.0,-1.0
"612 WEST 178 STREET New York, NY 10033",14.0,4.0,10.0
"612 WEST 180 STREET New York, NY 10033",1.0,0.0,1.0
"612 WEST 182 STREET New York, NY 10033",13.0,9.0,4.0
"612 WEST 184 STREET New York, NY 10033",8.0,2.0,6.0
"612 WEST 188 STREET New York, NY 10040",0.0,1.0,-1.0
"612 WEST 189 STREET New York, NY 10040",7.0,3.0,4.0
"612 WEST WEST 192 STREET New York, NY 10040",1.0,0.0,1.0
"613 2 AVENUE New York, NY 10016",1.0,0.0,1.0
"613 9 AVENUE New York, NY 10036",2.0,0.0,2.0
"613 EAST 11 STREET New York, NY 10009",0.0,2.0,-2.0
"613 WEST 138 STREET New York, NY 10031",1.0,0.0,1.0
"613 WEST 140 STREET New York, NY 10031",28.0,109.0,-81.0
"613 WEST 144 STREET New York, NY 10031",2.0,0.0,2.0
"613 WEST 146 STREET New York, NY 10031",1.0,5.0,-4.0
"614 10 AVENUE New York, NY 10036",36.0,13.0,23.0
"614 11 AVENUE New York, NY 10036",0.0,1.0,-1.0
"614 EAST 9 STREET New York, NY 10009",1.0,0.0,1.0
"614 ST NICHOLAS AVENUE New York, NY 10030",4.0,5.0,-1.0
"614 WEST 135 STREET New York, NY 10031",20.0,16.0,4.0
"614 WEST 136 STREET New York, NY 10031",2.0,6.0,-4.0
"614 WEST 138 STREET New York, NY 10031",1.0,0.0,1.0
"614 WEST 148 STREET New York, NY 10031",0.0,2.0,-2.0
"614 WEST 152 STREET New York, NY 10031",22.0,39.0,-17.0
"614 WEST 153 STREET New York, NY 10031",1.0,0.0,1.0
"614 WEST 157 STREET New York, NY 10032",15.0,32.0,-17.0
"615 1/2 HUDSON STREET New York, NY 10014",2.0,2.0,0.0
"615 2 AVENUE New York, NY 10016",0.0,1.0,-1.0
"615 6 AVENUE New York, NY 10011",0.0,1.0,-1.0
"615 EAST 11 STREET New York, NY 10009",0.0,2.0,-2.0
"615 EAST 6 STREET New York, NY 10009",7.0,4.0,3.0
"615 FT WASHINGTON AVENUE New York, NY 10040",50.0,20.0,30.0
"615 WEST 135 STREET New York, NY 10031",4.0,1.0,3.0
"615 WEST 142 STREET New York, NY 10031",0.0,2.0,-2.0
"615 WEST 143 STREET New York, NY 10031",1.0,0.0,1.0
"615 WEST 150 STREET New York, NY 10031",0.0,2.0,-2.0
"615 WEST 152 STREET New York, NY 10031",14.0,9.0,5.0
"615 WEST 164 STREET New York, NY 10032",5.0,12.0,-7.0
"615 WEST 172 STREET New York, NY 10032",10.0,0.0,10.0
"615 WEST 176 STREET New York, NY 10033",1.0,2.0,-1.0
"615 WEST END AVENUE New York, NY 10024",0.0,1.0,-1.0
"616 ACADEMY STREET New York, NY 10034",12.0,17.0,-5.0
"616 WEST 116 STREET New York, NY 10027",0.0,1.0,-1.0
"616 WEST 135 STREET New York, NY 10031",10.0,4.0,6.0
"616 WEST 138 STREET New York, NY 10031",0.0,2.0,-2.0
"616 WEST 165 STREET New York, NY 10032",2.0,0.0,2.0
"616 WEST 182 STREET New York, NY 10033",3.0,4.0,-1.0
"616 WEST 184 STREET New York, NY 10033",12.0,43.0,-31.0
"616 WEST 189 STREET New York, NY 10040",38.0,19.0,19.0
"617 2 AVENUE New York, NY 10016",1.0,0.0,1.0
"617 9 AVENUE New York, NY 10036",1.0,0.0,1.0
"617 EAST 11 STREET New York, NY 10009",0.0,2.0,-2.0
"617 EAST 9 STREET New York, NY 10009",0.0,1.0,-1.0
"617 WEST 135 STREET New York, NY 10031",1.0,2.0,-1.0
"617 WEST 138 STREET New York, NY 10031",0.0,1.0,-1.0
"617 WEST 141 STREET New York, NY 10031",30.0,80.0,-50.0
"617 WEST 142 STREET New York, NY 10031",0.0,1.0,-1.0
"617 WEST 143 STREET New York, NY 10031",17.0,26.0,-9.0
"617 WEST 144 STREET New York, NY 10031",14.0,1.0,13.0
"617 WEST 147 STREET New York, NY 10031",2.0,2.0,0.0
"617 WEST 168 STREET New York, NY 10032",0.0,2.0,-2.0
"617 WEST 170 STREET New York, NY 10032",2.0,0.0,2.0
"617 WEST 179 STREET New York, NY 10033",1.0,0.0,1.0
"617 WEST 190 STREET New York, NY 10040",1.0,1.0,0.0
"617 WEST END AVENUE New York, NY 10024",1.0,0.0,1.0
"618 ACADEMY STREET New York, NY 10034",43.0,54.0,-11.0
"618 AMSTERDAM AVENUE New York, NY 10024",5.0,18.0,-13.0
"618 ST NICHOLAS AVENUE New York, NY 10030",22.0,12.0,10.0
"618 WASHINGTON STREET New York, NY 10014",0.0,1.0,-1.0
"618 WEST 135 STREET New York, NY 10031",13.0,13.0,0.0
"618 WEST 136 STREET New York, NY 10031",32.0,9.0,23.0
"618 WEST 142 STREET New York, NY 10031",25.0,107.0,-82.0
"618 WEST 151 STREET New York, NY 10031",13.0,22.0,-9.0
"618 WEST 164 STREET New York, NY 10032",4.0,12.0,-8.0
"618 WEST 177 STREET New York, NY 10033",1.0,0.0,1.0
"619 EAST 11 STREET New York, NY 10009",1.0,2.0,-1.0
"619 HUDSON STREET New York, NY 10014",0.0,1.0,-1.0
"619 WEST 135 STREET New York, NY 10031",0.0,1.0,-1.0
"619 WEST 136 STREET New York, NY 10031",0.0,2.0,-2.0
"619 WEST 138 STREET New York, NY 10031",0.0,1.0,-1.0
"619 WEST 142 STREET New York, NY 10031",0.0,1.0,-1.0
"619 WEST 143 STREET New York, NY 10031",1.0,0.0,1.0
"619 WEST 163 STREET New York, NY 10032",13.0,17.0,-4.0
"619 WEST 175 STREET New York, NY 10033",2.0,2.0,0.0
"619 WEST 179 STREET New York, NY 10033",0.0,2.0,-2.0
"62 AVENUE C New York, NY 10009",0.0,2.0,-2.0
"62 BAYARD STREET New York, NY 10013",0.0,1.0,-1.0
"62 EAST 1 STREET New York, NY 10003",0.0,1.0,-1.0
"62 EAST 118 STREET New York, NY 10035",0.0,2.0,-2.0
"62 EAST 119 STREET New York, NY 10035",0.0,1.0,-1.0
"62 EAST 120 STREET New York, NY 10035",0.0,1.0,-1.0
"62 EAST 126 STREET New York, NY 10035",0.0,1.0,-1.0
"62 EAST 127 STREET New York, NY 10035",0.0,2.0,-2.0
"62 EAST 131 STREET New York, NY 10037",2.0,5.0,-3.0
"62 EAST 3 STREET New York, NY 10003",0.0,1.0,-1.0
"62 EAST 34 STREET New York, NY 10016",2.0,1.0,1.0
"62 EAST 7 STREET New York, NY 10003",17.0,27.0,-10.0
"62 EAST 87 STREET New York, NY 10128",0.0,1.0,-1.0
"62 EAST 94 STREET New York, NY 10128",1.0,1.0,0.0
"62 EDGECOMBE AVENUE New York, NY 10030",0.0,2.0,-2.0
"62 ELIZABETH STREET New York, NY 10013",2.0,6.0,-4.0
"62 GRAND STREET New York, NY 10013",5.0,3.0,2.0
"62 MADISON AVENUE New York, NY 10016",0.0,2.0,-2.0
"62 ORCHARD STREET New York, NY 10002",0.0,1.0,-1.0
"62 RIVINGTON STREET New York, NY 10002",1.0,3.0,-2.0
"62 WEST 106 STREET New York, NY 10025",1.0,0.0,1.0
"62 WEST 108 STREET New York, NY 10025",7.0,20.0,-13.0
"62 WEST 11 STREET New York, NY 10011",0.0,1.0,-1.0
"62 WEST 119 STREET New York, NY 10026",0.0,2.0,-2.0
"62 WEST 124 STREET New York, NY 10027",3.0,7.0,-4.0
"62 WEST 125 STREET New York, NY 10027",0.0,2.0,-2.0
"62 WEST 37 STREET New York, NY 10018",0.0,1.0,-1.0
"62 WEST 48 STREET New York, NY 10036",0.0,1.0,-1.0
"62 WEST 70 STREET New York, NY 10023",0.0,1.0,-1.0
"62 WEST 71 STREET New York, NY 10023",0.0,1.0,-1.0
"62 WEST 83 STREET New York, NY 10024",0.0,2.0,-2.0
"62 WEST 84 STREET New York, NY 10024",1.0,0.0,1.0
"62 WEST 89 STREET New York, NY 10024",0.0,1.0,-1.0
"62 WEST 9 STREET New York, NY 10011",5.0,2.0,3.0
"62 WEST 91 STREET New York, NY 10024",0.0,2.0,-2.0
"620 EAST 11 STREET New York, NY 10009",5.0,3.0,2.0
"620 EAST 13 STREET New York, NY 10009",8.0,8.0,0.0
"620 EAST 6 STREET New York, NY 10009",4.0,9.0,-5.0
"620 FT WASHINGTON AVENUE New York, NY 10040",5.0,0.0,5.0
"620 LENOX AVENUE New York, NY 10037",14.0,33.0,-19.0
"620 ST NICHOLAS AVENUE New York, NY 10030",1.0,2.0,-1.0
"620 WEST 116 STREET New York, NY 10027",0.0,1.0,-1.0
"620 WEST 141 STREET New York, NY 10031",48.0,251.0,-203.0
"620 WEST 143 STREET New York, NY 10031",26.0,3.0,23.0
"620 WEST 152 STREET New York, NY 10031",9.0,5.0,4.0
"620 WEST 170 STREET New York, NY 10032",5.0,1.0,4.0
"620 WEST 182 STREET New York, NY 10033",62.0,183.0,-121.0
"620 WEST END AVENUE New York, NY 10024",0.0,2.0,-2.0
"621 2 AVENUE New York, NY 10016",1.0,0.0,1.0
"621 9 AVENUE New York, NY 10036",6.0,0.0,6.0
"621 AMSTERDAM AVENUE New York, NY 10024",37.0,7.0,30.0
"621 COLUMBUS AVENUE New York, NY 10024",4.0,8.0,-4.0
"621 EAST 6 STREET New York, NY 10009",1.0,11.0,-10.0
"621 HUDSON STREET New York, NY 10014",0.0,1.0,-1.0
"621 LENOX AVENUE New York, NY 10037",0.0,2.0,-2.0
"621 WATER STREET New York, NY 10002",55.0,11.0,44.0
"621 WEST 135 STREET New York, NY 10031",2.0,7.0,-5.0
"621 WEST 138 STREET New York, NY 10031",0.0,1.0,-1.0
"621 WEST 142 STREET New York, NY 10031",0.0,1.0,-1.0
